name,address,quartier,category,naf,phone,website,email,email_source,score,dirigeant
Upper,"22 Rue Croix Baragnon, 31000 Toulouse",,Magasin de chaussures,,+33 5 61 13 83 08,https://toulouseboutiques.com/ma-boutique/upper/,auparfaitjardinier@orange.fr,outscraper-gmaps,,
Vana & Co,"16 Rue Rivals, 31000 Toulouse",,Magasin d'ameublement et de décoration,,+33 5 61 25 44 75,http://vanaco.fr/,vanacodecoration@gmail.com,outscraper-gmaps,,
Vestiaire des Parisiennes,"79 Rue Mouffetard, 75005 Paris",,Magasin de vêtements pour femmes,,+33 9 53 88 43 25,https://vestiairedesparisiennes.com/,bonjour@vestiairedesparisiennes.com,outscraper-gmaps,,
VISIONNAIRE,"23 Rue des Puits Clos, 31000 Toulouse",,Magasin de vêtements,,,https://vision-naire.com/,contact@vision-naire.com,outscraper-gmaps,,
Wilson's Workshop Atelier Cuir,"1 Imp. Maurice Ravel Appt 6, 31130 Balma",,Leather goods manufacturer,,+33 6 70 17 49 62,http://wilsonsworkshop.blog4ever.com/,wilsonsworkshop31@gmail.com,outscraper-gmaps,,
Wiroth bijoux contemporains,"17 bis Rue du Pont Saint-Pierre, 31300 Toulouse",,Bijoutier,,+33 6 81 23 07 89,http://www.wiroth.fr/,wiroth@outlook.fr,outscraper-gmaps,,
YAYA Toulouse,"9 Pl. Roger Salengro, 31000 Toulouse",,Magasin de vêtements pour femmes,,+33 5 61 13 28 13,https://cosy-concept.fr/,consommation@cmap.fr,outscraper-gmaps,,
ZAPA Paris Commerce,"75 Rue du Commerce, 75015 Paris",,Magasin de vêtements pour femmes,,+33 1 45 30 36 46,https://www.zapa.fr/nos-boutiques/zapa-paris-commerce_paris_75015/38.html,alison@zapatastudios.com,outscraper-gmaps,,
Zinc & Toiles,"1 R. d'Astorg, 31000 Toulouse",,Magasin,,+33 9 70 92 02 62,https://m.facebook.com/Zinc-et-Toiles-123806403825,contact@zinc-et-toiles.com,outscraper-gmaps,,
Adepte,"11 Rue du Lieutenant Colonel Pélissier, 31000 Toulouse",,Bijouterie / créateurs,47.78C,05 34 30 52 85,https://www.adepte-store.com,,,,
APM Monaco Toulouse,"6 rue Saint-Antoine du T, 31000 Toulouse",Saint-Antoine / centre-ville,bijouterie,47.77Z,,https://fr.apm.mc,,,,
Atypique Toulouse (concept store),Toulouse centre (site inaccessible - vérifier adresse),centre-ville,concept store / accessoires / maroquinerie,47.59B,,https://atypiquetoulouse.com,,,,
Aubara Bijoux (Pandora 18 rue de la Pomme),,,,,,https://aubarabijoux.fr,,,,
Aubert Arcueil,"Centre commercial de, 1 Cité de la Vache Noire, 94110 Arcueil",,Magasin de puériculture,,+33 1 42 53 58 85,https://magasins.aubert.com/fr/france-FR/MV7/aubert-arcueil/details%3Futm_source%3Dgbp-waze,,outscraper-gmaps,,
BIAS.,"2 Rue Paul Vidal, 31000 Toulouse",,Magasin d'ameublement et de décoration,,+33 6 82 46 14 70,https://www.instagram.com/bias.cst/,,outscraper-gmaps,,
"Bijouterie Subra, Guilde des Orfèvres","3 Rue du Salé, 31000 Toulouse",,Bijouterie,,+33 5 61 23 51 42,https://guildedesorfevres.fr/bijouterie/toulouse-1554M,,outscraper-gmaps,,
Bijouterie Transparences (revendeur Pandora),"2 Chemin de Gabardie, 31200 Toulouse (Balma)",Balma / Est Toulouse,bijouterie / accessoires,47.77Z,05 34 25 71 66,https://www.findglocal.com/FR/Toulouse/236641509864237/Transparences-Balma,,,,
Bobinette (par Maison B),"58 rue des Tourneurs, 31000 Toulouse",Carmes / Saint-Cyprien,concept store / accessoires / bijoux,,05 61 22 59 77,https://maison-b.fr/bobinette/,,,,
Cali by Okla,"9 rue des Puits Clos, 31000 Toulouse",Esquirol / centre-ville,concept store / streetwear / accessoires,,,https://calibyokla.com,,,,
Creative Pink (Composites),"10 Rue Cujas, 31000 Toulouse",,Mode / artisanat / créateurs locaux,,05 32 02 49 53,https://www.compositestoulouse.org,,,,
Ethic et Chic,"39 Rue Peyrolières, 31000 Toulouse",,Mode éthique / chaussures,47.71Z,05 62 88 64 59,https://www.ethicetchic.fr,,,,
FOOTCONNECT,"32 Rue Léon Gambetta, 31000 Toulouse",,Magasin d'articles de football,,+33 5 61 38 71 24,https://instagram.com/footconnect.off%3Figshid%3DMzRlODBiNWFlZA%3D%3D,,outscraper-gmaps,,
Haut Les Mains - Boutique de créateurs,"4 Rue Jules Chalande, 31000 Toulouse",,Magasin,,+33 5 34 30 58 96,http://www.instagram.com/haut_les_mains/,,outscraper-gmaps,,
HEMA,"11-13 Rue des Changes, 31000 Toulouse",,Grand magasin,,+33 5 61 38 27 01,https://magasins.hema.com/fr/toulouse/hema-toulouse-rue-des-changes%3Fy_source%3D1_MTU0NTcwOTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,,outscraper-gmaps,,
JB Rodde,"56 Rue de Metz, 31000 Toulouse",,Chaussures,,05 61 14 16 37,https://www.jbrodde.fr,,,,
KRAFT Déco Toulouse Gramont,"Centre commercial Espace Gramont, 2 Chem. de Gabardie, 31200 Toulouse",,Boutique de cadeaux,,,https://www.kraftfrance.com/,,outscraper-gmaps,,
la Hotte de l’Amitié,"27 Bd Poissonnière, 75002 Paris",,Magasin de jouets,,+33 1 64 61 65 37,https://www.lahottedelamitie.fr/,,outscraper-gmaps,,
L'Amazone,"38 Rue des Tourneurs, 31000 Toulouse",,Bijouterie,,+33 5 64 72 01 07,https://www.instagram.com/lamazone.bijoux/,,outscraper-gmaps,,
Lancaster Toulouse (rue d'Alsace Lorraine),"21 rue d'Alsace Lorraine, 31000 Toulouse",Capitole / centre-ville,maroquinerie,47.72B,,https://www.lancaster.com/pages/store/boutique-lancaster-toulouse,,,,
La parenthèse,"50 Rue Pargaminières, 31000 Toulouse",,Magasin,,+33 5 82 74 58 63,http://laparenthese31.wixsite.com/,,outscraper-gmaps,,
Leho Boutique,"17 Rue Montorgueil, 75001 Paris",,Magasin de vêtements pour femmes,,+33 1 42 21 88 75,http://www.leho.paris/,,outscraper-gmaps,,
Le Lieu,"14 Rue de la Pomme, 31000 Toulouse",,Magasin de chaussures,,+33 5 32 59 48 55,https://www.instagram.com/lelieu_toulouse/,,outscraper-gmaps,,
Les Curiosités d'Arboria,"45 Rue du Taur, 31000 Toulouse",,Artisanat,,+33 9 67 31 16 80,https://www.instagram.com/lescuriositesdarboria/,,outscraper-gmaps,,
L'IncontOurnable Batignolles,"3 Rue des Batignolles, 75017 Paris",,Magasin de vêtements pour femmes,,+33 1 43 87 40 91,https://www.instagram.com/lincontournable_batignolles/%3Fhl%3Dfr,,outscraper-gmaps,,
Linea Moda,"31 rue Saint-Rome, 31000 Toulouse",Saint-Rome / centre-ville,maroquinerie,47.72B,05 61 21 32 XX / +33 6 52 86 33 00,https://www.instagram.com/linea.moda.toulouse/%3Fhl%3Dfr,,outscraper-gmaps,,
Maison Chaton,"8 bis rue de la Trinité, 31000 Toulouse",Trinité / centre-ville,concept store / accessoires enfant,,05 34 24 25 50,https://maisonchaton.fr,,,,
Manik,"33 Rue d'Alsace Lorraine, 31000 Toulouse",,Magasin de chaussures,,+33 5 61 21 52 08,http://manik.fr/,,outscraper-gmaps,,
Manik Toulouse,"33 rue d'Alsace Lorraine, 31000 Toulouse",Capitole / centre-ville,chaussures,47.72A,05 61 21 52 08,https://manik.fr,,,,
Marquette Store,"Centre commercial Labège 2, 700 La Pyrénéenne, 31670 Labège",Labège (Sud-Est Toulouse),concept store / chaussures / accessoires,,05 61 29 81 27,https://www.marquettestore.fr,,,,
Méric concept store,"24 Pl. des Carmes, 31000 Toulouse",,Boutique d'accessoires de mode,,+33 5 61 14 15 01,https://www.instagram.com/meric.conceptstore/,,outscraper-gmaps,,
MJ Optic,"53 rue du Faubourg Bonnefoy, 31500 Toulouse",Faubourg Bonnefoy,optique,,,https://mjoptic-toulouse.monopticien.com,,,,
Nat & Nin Toulouse,Toulouse (adresse à confirmer via site officiel),Centre-ville,maroquinerie,,,https://www.nat-nin.com/pages/les-boutiques,,,,
Neiwa,"7 Rue Sainte-Ursule, 31000 Toulouse",,Mode homme éthique / concept store,47.71Z,05 62 88 36 62,https://www.neiwa.fr,,,,
New Balance,"19 Rue d'Alsace Lorraine, 31000 Toulouse",,Magasin de vêtements de sport,,+33 5 32 65 00 76,https://stores.newbalance.fr/toulouse/19-rue-alsace-lorraine,,outscraper-gmaps,,
Optique La Toulousaine,"60 avenue Jean Chaubet, 31500 Toulouse",Rive gauche / périphérie,optique,47.78A,,https://optiquelatoulousaine-toulouse.monopticien.com,,,,
Pandora Toulouse (18 rue de la Pomme - Aubara Bijoux),"18 rue de la Pomme, 31000 Toulouse",Capitole / centre-ville,bijouterie,,,https://aubarabijoux.fr,,,,
Pandora Toulouse Alsace Lorraine (boutique officielle),"40 rue d'Alsace Lorraine, 31000 Toulouse",Capitole / centre-ville,bijouterie,,,https://stores.pandora.net/fr-fr/fr-31/toulouse/,,,,
Pandora Toulouse Labège,"700 La Pyrénéenne, 31670 Labège",Labège (Sud-Est Toulouse),bijouterie,,,https://stores.pandora.net/fr-fr/fr-31/toulouse/,,,,
Paul Marius Toulouse,"22 rue Lafayette, 31000 Toulouse",Lafayette / centre-ville,maroquinerie,47.72B,05 32 11 17 36,https://www.paulmarius.fr/nos-boutiques/boutique-toulouse/,,,,
Pol Le Duff Chaussures,Toulouse centre,,Chaussures confort / femme,,,https://www.leduffchaussures.fr,,,,
Pompette,Toulouse,,Mode / chaussures / accessoires,47.72A,,https://pompette.net,,,,
POP MART - CHÂTELET,"99 Rue Rambuteau, 75001 Paris",,Boutique de figurines,,+33 1 40 20 09 12,https://www.instagram.com/popmartfr/,,outscraper-gmaps,,
Qué Fas ?,"20 rue Léon Gambetta, 31000 Toulouse",Capitole / centre-ville,concept store / accessoires,47.59B,,https://quefas.fr,,,,
sunny rainbow jewellers,"10 Rue Temponières, 31000 Toulouse",,Bijouterie,,+33 5 61 23 82 64,http://www.bijoux-sunnyrainbow.com/,,outscraper-gmaps,,
Swarovski (Galeries Lafayette Toulouse),"4-8 rue Lapeyrouse, 31000 Toulouse",Capitole / Galeries Lafayette,bijouterie,47.77Z,00 33 05 34 33 76 06,https://www.swarovski.com/fr-FR/store/0001823219/galeries-lafayette-toulouse-toulouse/,,,,
Terre Blanche Concept Store,"50 Rue Gaston Doumergue, 31170 Tournefeuille",,Concept store / décoration / mode,47.71Z,,https://terreblancheconceptstore.company.site,,,,
Trentotto,"14 Rue Paul Vidal, 31000 Toulouse",,Concept store / décoration / mobilier design,,05 61 22 43 07,https://www.trentotto.fr,,,,
2JDL,42 Rue Boulbonne 31000 Toulouse,,mode,47.71Z,,,,,80,
AGATHA Paris (Galeries Lafayette Toulouse),"4-8 rue Lapeyrouse, 31000 Toulouse",Capitole / Galeries Lafayette,bijouterie,47.78C,,,,,,
Aléria,"45 Rue des Tourneurs, 31000 Toulouse",,Bijouterie,,+33 6 22 20 71 24,,,outscraper-gmaps,,
À l'infini (bijouterie),"19 rue de la Pomme, 31000 Toulouse",Capitole / centre-ville,bijouterie fantaisie,47.77Z,,,,,,
ALL STYLES,"104 Rue du Dôme, 92100 Boulogne-Billancourt",,Magasin de vêtements pour femmes,,+33 1 47 61 17 30,,,outscraper-gmaps,,
ALPHABET,39 Rue de Metz 31000 Toulouse,,mode,47.71Z,,,,,80,
AMA LUNA,66 Rue de la Pomme 31000 Toulouse,,mode,47.71Z,,,,,80,
AMERICAN VINTAGE,5 Rue de la Pomme 31000 Toulouse,,mode,47.71Z,,,,,80,
AMORE CONCEPT STORE,"5 Rue du Lieutenant Colonel Pélissier, 31000 Toulouse",,Boutique de cadeaux,,,,,outscraper-gmaps,,
APOS 33,34 Rue Boulbonne 31000 Toulouse,,mode,47.71Z,,,,,80,
Arabesque,"11 Rue Paul Vidal, 31000 Toulouse",,Magasin de chaussures,,+33 5 61 12 10 13,,,outscraper-gmaps,,
Art Tea Shop,"37 rue des Lois, 31000 Toulouse",Centre-ville,concept store / bijoux / accessoires,,06 73 85 97 50,,,,,
ARTY DANDY,"1 Rue de Furstemberg, 75006 Paris",,Boutique de cadeaux,,+33 1 43 54 00 36,,,outscraper-gmaps,,
AZED,54 Rue de Metz 31000 Toulouse,,mode,47.71Z,,,,,80,
BAGWOOD,75 Rue d'Alsace Lorraine 31000 Toulouse,,mode,47.71Z,,,,,80,
BALIBARIS,32 Rue Boulbonne 31000 Toulouse,,mode,47.71Z,,,,,80,
Bijouterie Hasrat,"33 Rue du Rem Matabiau, 31000 Toulouse",,Bijouterie,,+33 9 84 74 45 45,,,outscraper-gmaps,,
Bijouterie Le Donjon Rouffiac,"C. Cial Rouffiac, Route d'Albi, 31180 Rouffiac-Tolosan",Rouffiac-Tolosan (proche Toulouse NE),bijouterie,47.77Z,,,,,,
Bijouterie Medina,"47 Bd de Strasbourg, 31000 Toulouse",,Bijouterie,,+33 9 81 07 34 19,,,outscraper-gmaps,,
Bijouterie Mohedano,"46 rue des Tourneurs, 31000 Toulouse",Carmes / Saint-Cyprien,joaillerie,47.77Z,,,,,,
Bijoutier Joaillier,"7 Rue Rivals, 31000 Toulouse",,Bijoutier,,+33 6 27 59 04 09,,,outscraper-gmaps,,
Bleu Cerise Toulouse,Toulouse (adresse exacte à confirmer),Centre-ville,maroquinerie / accessoires,47.72B,,,,,,
BLUEBERRY,9 Rue de la Pomme 31000 Toulouse,,mode,47.71Z,,,,,80,
BOSCHERIE PERE ET FILLE,49 Rue des Filatiers 31000 Toulouse,,mode,47.71Z,,,,,80,
BOUTIQUE DEVERNOIS,27 Rue Boulbonne 31000 Toulouse,,mode,47.71Z,,,,,80,
Boutique Nach,"8 rue Saint-Antoine du T, 31000 Toulouse",Saint-Antoine / centre-ville,bijouterie fantaisie,,,,,,,
B.S.H. DIFFUSION,3 Rue Boulbonne 31000 Toulouse,,mode,47.71Z,,,,,80,
BURTON,55 Rue d'Alsace Lorraine 31000 Toulouse,,mode,47.71Z,,,,,80,
CALZEDONIA,21 Rue Saint Rome 31000 Toulouse,,mode,47.71Z,,,,,80,
CAROLL,31 Rue d'Alsace Lorraine 31000 Toulouse,,mode,47.71Z,,,,,80,
Castera Cyril,"1 Rue du Collège de Foix, 31000 Toulouse",,Bijouterie,,+33 5 61 21 00 59,,,outscraper-gmaps,,
Centrale de Chaussures (Bailly Chausseur),"9 rue Rivals, 31000 Toulouse",Victor Hugo / centre-ville,chaussures,47.72A,05 61 22 54 48,,,,,
Chaussures Fournier (Rue Alsace Lorraine),"77 rue d'Alsace Lorraine, 31000 Toulouse",Capitole / centre-ville,chaussures,,,,,,,
CLAUDIE PIERLOT,29 Rue de Metz 31000 Toulouse,,mode,47.71Z,,,,,80,
COEUR EPIQUE,2 Rue de la Colombette 31000 Toulouse,,mode,47.71Z,,,,,80,
Combo,"13 Rue Jacques Cujas, 31000 Toulouse",,Magasin de maroquinerie,,+33 5 61 22 08 55,,,outscraper-gmaps,,
COTELAC,18 Rue Croix Baragnon 31000 Toulouse,,mode,47.71Z,,,,,80,
CYRILLUS,14 Rue Boulbonne 31000 Toulouse,,mode,47.71Z,,,,,80,
DANYBERD,19 Rue Croix Baragnon 31000 Toulouse,,mode,47.71Z,,,,,80,
DEFERLER,38 Rue Saint Rome 31000 Toulouse,,mode,47.71Z,,,,,80,
Délit d'Initié(e)s,"7 rue Cantegril, 31000 Toulouse",Carmes / centre-ville,bijouterie,47.78C,,,,,,
DEVRED,18 Rue d'Alsace Lorraine 31000 Toulouse,,mode,47.71Z,,,,,80,
DRESSING ROSE AND KIDS,31 Rue Saint Rome 31000 Toulouse,,mode,47.71Z,,,,,80,
DU PAREIL AU MEME,30 Rue d'Alsace Lorraine 31000 Toulouse,,mode,47.71Z,,,,,80,
EKYOG,28 Rue de la Pomme 31000 Toulouse,,mode,47.71Z,,,,,80,
ERES,40 Rue Boulbonne 31000 Toulouse,,mode,47.71Z,,,,,80,
ESPRIT,57 Rue de la Pomme 31000 Toulouse,,mode,47.71Z,,,,,80,
Fab & Co Toulouse,Toulouse (adresse exacte à confirmer),Centre-ville,maroquinerie / accessoires,,,,,,,
FIGARET,43 Rue Boulbonne 31000 Toulouse,,mode,47.71Z,,,,,80,
Gas Bijoux Toulouse,"1 rue Cantegril, 31000 Toulouse",Carmes / centre-ville,bijouterie,47.77Z,,,,,,
Gemmyo Toulouse,"36 rue Boulbonne, 31000 Toulouse",Carmes / centre-ville,joaillerie,47.77Z,,,,,,
GENESIS,16 Rue de la Pomme 31000 Toulouse,,mode,47.71Z,,,,,80,
GERSIM,5 Rue de la Pomme 31000 Toulouse,,mode,47.71Z,,,,,80,
GLOBE,70 Rue de la Pomme 31000 Toulouse,,mode,47.71Z,,,,,80,
Haili,"56 Rue Daguerre, 75014 Paris",,Magasin de vêtements pour femmes,,+33 1 40 47 54 86,,,outscraper-gmaps,,
Happy Trend,"270 Rue de Vaugirard, 75015 Paris",,Magasin de vêtements pour femmes,,+33 1 42 50 64 91,,,outscraper-gmaps,,
Hermès Paris George V,"42 Av. George V, 75008 Paris",,Boutique d'accessoires de mode,,+33 1 47 20 48 51,,,outscraper-gmaps,,
Hermes Toulouse,Toulouse centre-ville (adresse exacte à confirmer),Centre-ville / axe luxe,maroquinerie / luxe,,,,,,,
HERO SEVEN,22 Rue de la Pomme 31000 Toulouse,,mode,47.71Z,,,,,80,
HERVE MARIAGE,20 Rue du Languedoc 31000 Toulouse,,mode,47.71Z,,,,,80,
Imaginarium,"7 Rue Bréa, 75006 Paris",,Magasin de jouets,,+33 1 43 26 18 59,,,outscraper-gmaps,,
INTIMISSIMI,16 Rue d'Alsace Lorraine 31000 Toulouse,,mode,47.71Z,,,,,80,
IZAC,43 Rue d'Alsace Lorraine 31000 Toulouse,,mode,47.71Z,,,,,80,
JACADI,34 Rue de Metz 31000 Toulouse,,mode,47.71Z,,,,,80,
Joaillerie Zeina,"4 rue des Arts, 31000 Toulouse",Rue des Arts / centre-ville,joaillerie,,,,,,,
JULES,24 Rue d'Alsace Lorraine 31000 Toulouse,,mode,47.71Z,,,,,80,
June & River,"51 Bis Rue du Rempart Saint-Etienne, 31000 Toulouse",,Mode écoresponsable / concept store sans vitrine,,,,,,,
KATHY. B,44 Rue de Metz 31000 Toulouse,,mode,47.71Z,,,,,80,
Koumal Bijoux,"30 rue de la Pomme, 31000 Toulouse",Capitole / centre-ville,bijouterie fantaisie,,,,,,,
K-WAY FRANCE,25 Rue de Metz 31000 Toulouse,,mode,47.71Z,,,,,80,
La Bagagerie Toulouse,Toulouse centre (adresse exacte à confirmer),Centre-ville,maroquinerie / bagagerie,,,,,,,
La Boutique Extraordinaire,"67 Rue Charlot, 75003 Paris",,Boutique d'articles de mode,,+33 1 57 40 68 85,,,outscraper-gmaps,,
LA CHEMISERIE TOULOUSAINE--LCT,12 Rue Croix Baragnon 31000 Toulouse,,mode,47.71Z,,,,,80,
La Clef des Charmes,"28 Rue des Blanchers, 31000 Toulouse",,Beauté / cosmétiques / lingerie,47.71Z,05 34 30 14 96,,,,,
La Main d'Or,"17 Pl. Jeanne d'Arc, 31000 Toulouse",,Bijouterie,,+33 5 61 63 97 13,,,outscraper-gmaps,,
LA MAISON DE L'HOMME,46 Rue de Metz 31000 Toulouse,,mode,47.71Z,,,,,80,
L'ANNEXE,38 Rue Saint Rome 31000 Toulouse,,mode,47.71Z,,,,,80,
LA QUENOUILLE-BOUTON D'OR,32 Rue de Metz 31000 Toulouse,,mode,47.71Z,,,,,80,
LA SUITE...,22 Rue Saint Rome 31000 Toulouse,,mode,47.71Z,,,,,80,
L'Atelier d'Amaya (rue Saint-Antoine),"22 rue Saint-Antoine du T, 31000 Toulouse",Saint-Antoine / centre-ville,bijouterie / joaillerie,47.72B,,,,,,
Le 78,"78 Rue de Rennes, 75006 Paris",,Magasin de chaussures,,+33 1 45 48 21 87,,,outscraper-gmaps,,
Le Lieu,"37 Rue de Metz, 31000 Toulouse",,Magasin de chaussures,,+33 5 31 15 02 34,,,outscraper-gmaps,,
L'EMPLACEMENT,40 Rue d'Alsace Lorraine 31000 Toulouse,,mode,47.71Z,,,,,80,
Le Petit Cottage,"13 Rue Sainte-Ursule, 31000 Toulouse",,Magasin d'ameublement et de décoration,,,,,outscraper-gmaps,,
Le Réservoir,"3 Rue Michel Charaire, 92330 Sceaux",,Magasin de vêtements pour hommes,,+33 1 47 02 49 09,,,outscraper-gmaps,,
LES DESSOUS CHICS,29 Rue du Languedoc 31000 Toulouse,,mode,47.71Z,,,,,80,
Les Pipelettes,"43 Rue des Tourneurs, 31000 Toulouse",,Bijouterie,47.77Z,09 84 47 16 26,,,,80,
Les Trésors de Liza,Toulouse (adresse exacte à confirmer),Centre-ville,maroquinerie / accessoires,,,,,,,
L'Everest,"2 Pl. de Damloup, 31000 Toulouse",,Magasin d'articles de sports,,+33 5 61 54 09 86,,,outscraper-gmaps,,
LIBERTIE,28 Rue de la Pomme 31000 Toulouse,,mode,47.71Z,,,,,80,
Librairie avant gardiste,"4 Rue de Tournon, 75006 Paris",,Librairie,,,,,outscraper-gmaps,,
L'ICONOCLASTE,17 Rue Croix Baragnon 31000 Toulouse,,mode,47.71Z,,,,,80,
LILITH,15 Rue Croix Baragnon 31000 Toulouse,,mode,47.71Z,,,,,80,
Longchamp Toulouse,"9 rue de la Pomme, 31000 Toulouse",Capitole / centre-ville,maroquinerie,47.72B,,,,,,
Louis Vuitton Toulouse,"39 rue Croix Baragnon, 31000 Toulouse",Carmes / centre-ville,maroquinerie / luxe,47.72B,,,,,,
LOVE Toulouse,"49 Rue des Filatiers, 31000 Toulouse",,Magasin de vêtements,,+33 5 64 72 40 38,,,outscraper-gmaps,,
Lovisa Toulouse,"12 rue d'Alsace Lorraine, 31000 Toulouse",Capitole / centre-ville,bijouterie fantaisie,47.78C,,,,,,
LX CHAM,3 Rue Boulbonne 31000 Toulouse,,mode,47.71Z,,,,,80,
Mac Douglas Toulouse,"proche rue de la Pomme, 31000 Toulouse",Capitole / centre-ville,maroquinerie,47.71Z,,,,,80,
MAITYLA,5 Rue Boulbonne 31000 Toulouse,,mode,47.71Z,,,,,80,
Ma Jolie Mama,"15 Rue Charles de Rémusat, 31000 Toulouse",,Magasin de vêtements,,,,,outscraper-gmaps,,
MANOUSHKA,53 Rue de la Pomme 31000 Toulouse,,mode,47.71Z,,,,,80,
Marc Deloche Toulouse,"9 rue Antonin Mercié, 31000 Toulouse",Saint-Georges / centre-ville,bijouterie,47.77Z,,,,,,
Marlie boutique,"42 Av. Jean Baptiste Clement, 92100 Boulogne-Billancourt",,Magasin de vêtements pour femmes,,+33 9 86 27 51 94,,,outscraper-gmaps,,
Maroquinerie Lafarge Toulouse,Toulouse (adresse exacte à confirmer),Centre-ville,maroquinerie,47.72B,,,,,,
Matière Grise,"4 Rue Genty-Magre, 31000 Toulouse",,Décoration / accessoires,,05 31 54 41 09,,,,,
Mauboussin Toulouse (Saint-Antoine),"13 rue Saint-Antoine du T, 31000 Toulouse",Saint-Antoine / centre-ville,joaillerie,47.77Z,,,,,,
M.E.V,63 Rue de la Pomme 31000 Toulouse,,mode,47.71Z,,,,,80,
MICHAEL DRILHOLE CONCEPT,31 Rue Saint Rome 31000 Toulouse,,mode,47.71Z,,,,,80,
Mira Mira,"16 Rue d'Alsace Lorraine, 31000 Toulouse",,Bijouterie fantaisie,,+33 5 61 21 95 48,,,outscraper-gmaps,,
MJ CONCEPT STORE - VERSION CAMELEON,46 Rue du Languedoc 31000 Toulouse,,mode,47.71Z,,,,,80,
M.J.H.,42 Rue des Filatiers 31000 Toulouse,,mode,47.71Z,,,,,80,
MORGAN,16 Rue d'Alsace Lorraine 31000 Toulouse,,mode,47.71Z,,,,,80,
Myc Boutique,"54 Rue Saint-Dominique, 75007 Paris",,Magasin de vêtements pour femmes,,+33 1 47 05 73 94,,,outscraper-gmaps,,
NAF NAF,19 Rue d'Alsace Lorraine 31000 Toulouse,,mode,47.71Z,,,,,80,
NAPAPIJRI,36 Rue des Tourneurs 31000 Toulouse,,mode,47.71Z,,,,,80,
Ohr-Moshé,"26 Rue de Trévise, 75009 Paris",,Librairie religieuse,,+33 1 45 23 27 21,,,outscraper-gmaps,,
ONLY GOLD,"44 Rue des Couteliers, 31000 Toulouse",,Bijouterie,,+33 9 54 46 69 31,,,outscraper-gmaps,,
Original Shakespeare and Company,"12 Rue de l'Odéon, 75006 Paris",,Book store,,,,,outscraper-gmaps,,
PAMPY,11 Rue de la Pomme 31000 Toulouse,,mode,47.71Z,,,,,80,
Pangram Toulouse,"24 Rue Sainte-Ursule, 31000 Toulouse",,Magasin,,+33 6 85 69 06 00,,,outscraper-gmaps,,
PERFECT,70 Rue de la Pomme 31000 Toulouse,,mode,47.71Z,,,,,80,
Piery Bijouterie,"51 rue du Rempart Saint-Etienne, 31000 Toulouse",Saint-Etienne,bijouterie,47.77Z,,,,,,
PIPIA & COMPAGNIE,54 Rue des Filatiers 31000 Toulouse,,mode,47.71Z,,,,,80,
POBIEDA,16 Rue Saint Rome 31000 Toulouse,,mode,47.71Z,,,,,80,
PRINCESSES ET VIOLETTES,41 Rue des Tourneurs 31000 Toulouse,,mode,47.71Z,,,,,80,
PROMOD,20 Rue d'Alsace Lorraine 31000 Toulouse,,mode,47.71Z,,,,,80,
PULL & BEAR,59 Rue d'Alsace Lorraine 31000 Toulouse,,mode,47.71Z,,,,,80,
Rétropolis,"35 rue de la République, 31300 Toulouse",Saint-Cyprien,vintage / accessoires,,,,,,,
ROBE ELYSEE,22 Rue Croix Baragnon 31000 Toulouse,,mode,47.71Z,,,,,80,
Sacs & Accessoires By E.L.L,Toulouse (adresse exacte à confirmer),Centre-ville,maroquinerie / accessoires,,,,,,,
SADIA,39 Rue de Bayard 31000 Toulouse,,mode,47.71Z,,,,,80,
Sagas Bijoux,"2 rue de la Pomme, 31000 Toulouse",Capitole / centre-ville,bijouterie fantaisie,,,,,,,
SCOTCH AND SODA,26 Rue Croix Baragnon 31000 Toulouse,,mode,47.71Z,,,,,80,
SDQ 31,26 Rue Saint Rome 31000 Toulouse,,mode,47.71Z,,,,,80,
SEBAGO FRANCE,50 Rue Boulbonne 31000 Toulouse,,mode,47.71Z,,,,,80,
SERGIO TACCHINI,57 Rue d'Alsace Lorraine 31000 Toulouse,,mode,47.71Z,,,,,80,
SHUNFAT,37 Rue de Bayard 31000 Toulouse,,mode,47.71Z,,,,,80,
SINEQUANONE,14 Rue de la Pomme 31000 Toulouse,,mode,47.71Z,,,,,80,
SMALTO,6 Rue d'Alsace Lorraine 31000 Toulouse,,mode,47.71Z,,,,,80,
SOCIETE CENTRALE DE DISTRIBUTION TEXTILE,61 Rue de la Pomme 31000 Toulouse,,mode,47.71Z,,,,,80,
SOEUR,21 Rue de la Pomme 31000 Toulouse,,mode,47.71Z,,,,,80,
SORTILEGE,7 Rue Boulbonne 31000 Toulouse,,mode,47.71Z,,,,,80,MARIE GUILHEM
Sports Action,"13 ter Chem. du Chapitre, 31100 Toulouse",,Imprimeur numérique,,+33 5 61 31 11 11,,,outscraper-gmaps,,
STEDIF,47 Rue des Filatiers 31000 Toulouse,,mode,47.71Z,,,,,80,
STOCK COMPANY,24 Rue Saint Rome 31000 Toulouse,,mode,47.71Z,,,,,80,
Sun Bell Store,"17 Rue Jacques Cujas, 31000 Toulouse",,Boutique d'accessoires de mode,,+33 5 61 23 12 62,,,outscraper-gmaps,,
TENDANCES LINGERIE,40 Rue de la Colombette 31000 Toulouse,,mode,47.71Z,,,,,80,
TEZENIS,35 Rue d'Alsace Lorraine 31000 Toulouse,,mode,47.71Z,,,,,80,
THE NORTH FACE TOULOUSE,52 Rue des Tourneurs 31000 Toulouse,,mode,47.71Z,,,,,80,
